"COUNTRY","Country","DAGEGR","Age groups","DSEX","Gender","DSTATUS","Status of population","YEAR","Year","Value","Flag Codes","Flags"
"DEU","Germany","900000","All ages","2","Females","90","All population","2012","2012",41637080,,
"DEU","Germany","909","9 years","1","Males","90","All population","2002","2002",428898,,
"DEU","Germany","909","9 years","1","Males","90","All population","2003","2003",420420,,
"DEU","Germany","909","9 years","1","Males","90","All population","2004","2004",404824,,
"DEU","Germany","909","9 years","1","Males","90","All population","2005","2005",399460,,
"DEU","Germany","909","9 years","1","Males","90","All population","2006","2006",412696,,
"DEU","Germany","909","9 years","1","Males","90","All population","2007","2007",419518,,
"DEU","Germany","909","9 years","1","Males","90","All population","2008","2008",406162,,
"DEU","Germany","909","9 years","1","Males","90","All population","2009","2009",397982,,
"DEU","Germany","909","9 years","1","Males","90","All population","2010","2010",394905,,
"DEU","Germany","909","9 years","1","Males","90","All population","2011","2011",379376,,
"DEU","Germany","909","9 years","1","Males","90","All population","2012","2012",371262,,
"DEU","Germany","909","9 years","2","Females","90","All population","2002","2002",408604,,
"DEU","Germany","909","9 years","2","Females","90","All population","2003","2003",398939,,
"DEU","Germany","909","9 years","2","Females","90","All population","2004","2004",383240,,
"DEU","Germany","909","9 years","2","Females","90","All population","2005","2005",379602,,
"DEU","Germany","909","9 years","2","Females","90","All population","2006","2006",391207,,
"DEU","Germany","909","9 years","2","Females","90","All population","2007","2007",398184,,
"DEU","Germany","909","9 years","2","Females","90","All population","2008","2008",385635,,
"DEU","Germany","909","9 years","2","Females","90","All population","2009","2009",376502,,
"DEU","Germany","909","9 years","2","Females","90","All population","2010","2010",377426,,
"DEU","Germany","909","9 years","2","Females","90","All population","2011","2011",360135,,
"DEU","Germany","909","9 years","2","Females","90","All population","2012","2012",352292,,
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2002","2002",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2003","2003",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2004","2004",0,"n","Negligable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2005","2005",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2006","2006",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2007","2007",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2008","2008",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2009","2009",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2010","2010",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2011","2011",0,"n","Negligable"
"DEU","Germany","990000","Age unknown","1","Males","90","All population","2012","2012",0,"n","Negligable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2002","2002",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2003","2003",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2004","2004",0,"n","Negligable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2005","2005",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2006","2006",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2007","2007",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2008","2008",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2009","2009",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2010","2010",0,"a","Not applicable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2011","2011",0,"n","Negligable"
"DEU","Germany","990000","Age unknown","2","Females","90","All population","2012","2012",0,"n","Negligable"
"GRC","Greece","1010","10 years","1","Males","90","All population","2002","2002",57237,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2003","2003",57219,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2004","2004",55237,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2005","2005",56212,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2006","2006",56490,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2007","2007",54427,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2008","2008",53841,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2009","2009",52278,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2010","2010",52365,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2011","2011",53445,,
"GRC","Greece","1010","10 years","1","Males","90","All population","2012","2012",54120,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2002","2002",54325,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2003","2003",53887,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2004","2004",52756,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2005","2005",52928,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2006","2006",52805,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2007","2007",52376,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2008","2008",51492,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2009","2009",49377,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2010","2010",49560,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2011","2011",50385,,
"GRC","Greece","1010","10 years","2","Females","90","All population","2012","2012",49676,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2002","2002",297727,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2003","2003",296326,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2004","2004",290144,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2005","2005",288898,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2006","2006",285520,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2007","2007",282334,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2008","2008",279007,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2009","2009",275762,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2010","2010",271477,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2011","2011",267488,,
"GRC","Greece","1014","10-14 years","1","Males","90","All population","2012","2012",266140,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2002","2002",275692,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2003","2003",276211,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2004","2004",272288,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2005","2005",272152,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2006","2006",269182,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2007","2007",266726,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2008","2008",264291,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2009","2009",260839,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2010","2010",257282,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2011","2011",254152,,
"GRC","Greece","1014","10-14 years","2","Females","90","All population","2012","2012",250602,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2002","2002",59932,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2003","2003",57925,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2004","2004",57434,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2005","2005",55533,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2006","2006",56488,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2007","2007",56770,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2008","2008",54704,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2009","2009",54039,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2010","2010",52424,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2011","2011",52364,,
"GRC","Greece","1111","11 years","1","Males","90","All population","2012","2012",53349,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2002","2002",55400,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2003","2003",54985,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2004","2004",54088,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2005","2005",52966,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2006","2006",53113,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2007","2007",52989,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2008","2008",52555,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2009","2009",51664,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2010","2010",49511,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2011","2011",49560,,
"GRC","Greece","1111","11 years","2","Females","90","All population","2012","2012",50300,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2002","2002",57779,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2003","2003",60444,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2004","2004",58160,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2005","2005",57746,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2006","2006",55811,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2007","2007",56780,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2008","2008",57060,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2009","2009",54908,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2010","2010",54192,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2011","2011",52421,,
"GRC","Greece","1212","12 years","1","Males","90","All population","2012","2012",52265,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2002","2002",52906,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2003","2003",56097,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2004","2004",55190,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2005","2005",54299,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2006","2006",53148,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2007","2007",53303,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2008","2008",53177,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2009","2009",52743,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2010","2010",51808,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2011","2011",49513,,
"GRC","Greece","1212","12 years","2","Females","90","All population","2012","2012",49478,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2002","2002",62068,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2003","2003",58420,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2004","2004",60668,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2005","2005",58451,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2006","2006",58013,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2007","2007",56083,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2008","2008",57054,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2009","2009",57269,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2010","2010",55065,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2011","2011",54195,,
"GRC","Greece","1313","13 years","1","Males","90","All population","2012","2012",52321,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2002","2002",56940,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2003","2003",53705,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2004","2004",56314,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2005","2005",55411,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2006","2006",54494,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2007","2007",53348,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2008","2008",53499,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2009","2009",53368,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2010","2010",52886,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2011","2011",51805,,
"GRC","Greece","1313","13 years","2","Females","90","All population","2012","2012",49429,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2002","2002",60711,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2003","2003",62318,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2004","2004",58645,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2005","2005",60956,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2006","2006",58718,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2007","2007",58274,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2008","2008",56348,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2009","2009",57268,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2010","2010",57431,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2011","2011",55063,,
"GRC","Greece","1414","14 years","1","Males","90","All population","2012","2012",54085,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2002","2002",56121,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2003","2003",57537,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2004","2004",53940,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2005","2005",56548,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2006","2006",55622,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2007","2007",54710,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2008","2008",53568,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2009","2009",53687,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2010","2010",53517,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2011","2011",52889,,
"GRC","Greece","1414","14 years","2","Females","90","All population","2012","2012",51719,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2002","2002",64914,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2003","2003",60611,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2004","2004",62531,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2005","2005",58956,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2006","2006",61230,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2007","2007",58992,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2008","2008",58560,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2009","2009",56564,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2010","2010",57434,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2011","2011",57423,,
"GRC","Greece","1515","15 years","1","Males","90","All population","2012","2012",54943,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2002","2002",59624,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2003","2003",56566,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2004","2004",57759,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2005","2005",54178,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2006","2006",56761,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2007","2007",55841,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2008","2008",54925,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2009","2009",53758,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2010","2010",53839,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2011","2011",53519,,
"GRC","Greece","1515","15 years","2","Females","90","All population","2012","2012",52803,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2002","2002",362760,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2003","2003",341415,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2004","2004",329072,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2005","2005",316956,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2006","2006",310590,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2007","2007",305073,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2008","2008",303063,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2009","2009",296872,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2010","2010",294950,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2011","2011",290061,,
"GRC","Greece","1519","15-19 years","1","Males","90","All population","2012","2012",284826,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2002","2002",330705,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2003","2003",314472,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2004","2004",303962,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2005","2005",292899,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2006","2006",287397,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2007","2007",283343,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2008","2008",281670,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2009","2009",277572,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2010","2010",276970,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2011","2011",272938,,
"GRC","Greece","1519","15-19 years","2","Females","90","All population","2012","2012",268968,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2002","2002",68704,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2003","2003",64831,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2004","2004",60834,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2005","2005",62835,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2006","2006",59235,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2007","2007",61516,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2008","2008",59273,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2009","2009",58786,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2010","2010",56729,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2011","2011",57408,,
"GRC","Greece","1616","16 years","1","Males","90","All population","2012","2012",57294,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2002","2002",62544,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2003","2003",60058,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2004","2004",56792,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2005","2005",57991,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2006","2006",54392,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2007","2007",56972,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2008","2008",56061,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2009","2009",55117,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2010","2010",53907,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2011","2011",53837,,
"GRC","Greece","1616","16 years","2","Females","90","All population","2012","2012",53432,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2002","2002",72468,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2003","2003",68207,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2004","2004",65059,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2005","2005",61122,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2006","2006",63103,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2007","2007",59510,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2008","2008",61790,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2009","2009",59502,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2010","2010",58953,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2011","2011",56700,,
"GRC","Greece","1717","17 years","1","Males","90","All population","2012","2012",57263,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2002","2002",65884,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2003","2003",62657,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2004","2004",60301,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2005","2005",57035,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2006","2006",58211,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2007","2007",54606,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2008","2008",57191,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2009","2009",56258,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2010","2010",55274,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2011","2011",53910,,
"GRC","Greece","1717","17 years","2","Females","90","All population","2012","2012",53753,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2002","2002",76185,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2003","2003",72021,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2004","2004",68416,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2005","2005",65346,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2006","2006",61402,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2007","2007",63384,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2008","2008",59779,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2009","2009",62007,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2010","2010",59654,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2011","2011",58922,,
"GRC","Greece","1818","18 years","1","Males","90","All population","2012","2012",56562,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2002","2002",69194,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2003","2003",65962,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2004","2004",62899,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2005","2005",60550,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2006","2006",57262,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2007","2007",58437,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2008","2008",54836,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2009","2009",57388,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2010","2010",56406,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2011","2011",55270,,
"GRC","Greece","1818","18 years","2","Females","90","All population","2012","2012",53816,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2002","2002",80489,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2003","2003",75745,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2004","2004",72232,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2005","2005",68697,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2006","2006",65620,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2007","2007",61671,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2008","2008",63661,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2009","2009",60013,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2010","2010",62180,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2011","2011",59608,,
"GRC","Greece","1919","19 years","1","Males","90","All population","2012","2012",58764,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2002","2002",73459,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2003","2003",69229,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2004","2004",66211,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2005","2005",63145,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2006","2006",60771,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2007","2007",57487,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2008","2008",58657,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2009","2009",55051,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2010","2010",57544,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2011","2011",56402,,
"GRC","Greece","1919","19 years","2","Females","90","All population","2012","2012",55164,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2002","2002",82653,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2003","2003",79610,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2004","2004",75941,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2005","2005",72515,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2006","2006",68959,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2007","2007",65884,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2008","2008",61936,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2009","2009",63937,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2010","2010",60210,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2011","2011",62123,,
"GRC","Greece","2020","20 years","1","Males","90","All population","2012","2012",59407,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2002","2002",74593,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2003","2003",73261,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2004","2004",69491,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2005","2005",66467,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2006","2006",63378,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2007","2007",61013,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2008","2008",57720,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2009","2009",58900,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2010","2010",55240,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2011","2011",57537,,
"GRC","Greece","2020","20 years","2","Females","90","All population","2012","2012",56284,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2002","2002",431047,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2003","2003",420595,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2004","2004",410695,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2005","2005",400511,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2006","2006",381767,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2007","2007",365650,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2008","2008",348025,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2009","2009",336380,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2010","2010",323833,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2011","2011",315507,,
"GRC","Greece","2024","20-24 years","1","Males","90","All population","2012","2012",307118,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2002","2002",392129,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2003","2003",384733,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2004","2004",376093,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2005","2005",366726,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2006","2006",349755,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2007","2007",336480,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2008","2008",320914,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2009","2009",310332,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2010","2010",298823,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2011","2011",291822,,
"GRC","Greece","2024","20-24 years","2","Females","90","All population","2012","2012",285688,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2002","2002",89081,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2003","2003",82288,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2004","2004",79821,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2005","2005",76229,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2006","2006",72773,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2007","2007",69214,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2008","2008",66151,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2009","2009",62259,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2010","2010",64152,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2011","2011",60151,,
"GRC","Greece","2121","21 years","1","Males","90","All population","2012","2012",61891,,
"GRC","Greece","2121","21 years","2","Females","90","All population","2002","2002",81066,,
"GRC","Greece","2121","21 years","2","Females","90","All population","2003","2003",74540,,
"GRC","Greece","2121","21 years","2","Females","90","All population","2004","2004",73545,,
"GRC","Greece","2121","21 years","2","Females","90","All population","2005","2005",69771,,
